"FALSE","obs","pred"
"313",0,0.282060040581608
"314",0,0.484358254358254
"315",0,0.422353981663363
"316",0,0.480902255639098
"317",0,0.568044481058759
"318",0,0.316263020139665
"319",0,0.472152796471525
"320",0,0.357303864224866
"321",0,0.24442499295588
"322",0,0.451826656588561
"323",0,0.447763418518532
"324",0,0.683142156023512
"325",0,0.534715507231786
"326",0,0.268863887862907
"327",0,0.392619680851064
"328",0,0.279753086419753
"329",0,0.437031408308004
"330",0,0.792599067599068
"331",0,0.400763892679473
"332",0,0.217139536599764
"333",0,0.687245996478999
"334",0,0.207259504759631
"335",0,0.268627450980392
"336",0,0.261139601139601
"337",0,0.165123952202604
"338",0,0.510405156537753
"339",0,0.373544973544974
"340",0,0.384397845473795
"341",0,0.517171175493807
"342",0,0.293229485069949
"343",0,0.262987016492929
"344",0,0.472256728778468
"345",0,0.148779323513366
"346",0,0.659981125606122
"347",0,0.38529969201611
"348",0,0.477562798145131
"349",0,0.482827961184149
"350",0,0.637744742567078
"351",1,0.341442308423749
"352",1,0.906961926961927
"353",1,0.756734793751369
"354",1,0.862703724652254
"355",1,0.787812681791739
"356",1,0.772005772005772
"357",1,0.482236081208605
"358",1,0.437291318487257
"359",1,0.599355432780847
"360",1,0.962068091464553
"361",1,0.962452107279693
"362",1,0.601105651696043
"363",1,0.463411109749643
"364",1,0.657747200047746
"365",1,0.643839154757699
"366",1,0.58683015463632
"367",1,0.232166672681816
"368",1,0.61713067670479
"369",1,0.555681818181818
"370",1,0.467647058823529
"371",1,0.657867597965144
"372",1,0.9475
"373",1,0.638529898204733
"374",1,0.89673721340388
"375",1,0.856720430107527
"376",1,0.255959009244723
"377",1,0.660611735330837
"378",1,0.672322453645553
"379",1,0.820865761439532
"380",1,0.639402173913043
"381",1,0.170447894869701
"382",1,0.226122448979592
"383",1,0.962450314345891
"384",1,0.956756719197309
"385",1,0.468126177024482
"386",1,0.814783427495292
"387",1,0.637916831090829
"388",1,0.549896921772708
"389",1,0.880535822793887
"390",1,0.591629237902057
"391",1,0.692807315233786
"392",1,0.288800267832526
"393",1,0.506150257903384
"394",1,0.390913120567376
"395",1,0.536516233766234
"396",1,0.465301540134426
"397",1,0.741922213911743
"398",1,0.972057856673241
"399",1,0.578777723569896
"400",1,0.884623015873016
"401",1,0.371161118574912
